"DoubleTime","StringTime","I2 Mag","I2 Ang","kW","I2 THD","I2 TDD","kvar","I2 %HD01","I2 %HD02","I2 %HD03","I2 %HD04","I2 %HD05","I2 %HD06","I2 %HD07","I2 %HD08","I2 %HD09","I2 %HD10","I2 %HD11","I2 %HD12","I2 %HD13","I2 %HD14","I2 %HD15","I2 %HD16","I2 %HD17","I2 H01 ANG","I2 H02 ANG","I2 H03 ANG","I2 H04 ANG","I2 H05 ANG","I2 H06 ANG","I2 H07 ANG","I2 H08 ANG","I2 H09 ANG","I2 H10 ANG","I2 H11 ANG","I2 H12 ANG","I2 H13 ANG","I2 H14 ANG","I2 H15 ANG","V2 Ang","I2 H17 ANG"
"1558520901437","05/22/19  10:28:21.437   ","1.06","-137.8","0.333","25.6","0.5","0.195","100","1.21","18.89","0","11.43","0.36","9.28","0.35","6.93","0","3.9","0.26","1.71","0","1.27","0.29","0.71","-137","-78.9","-108.9","0","68.2","-149.5","77.8","152.9","-98.5","0","-128.9","176.6","-142","0","-150.6","-120.6","0"
"1558520902395","05/22/19  10:28:22.395   ","1.16","-135","0.357","24.3","0.6","0.192","100","1.66","18.32","0.39","10.95","0.36","8.31","0.29","6.48","0","3.59","0","3.06","0","1.65","0","0.41","-135.1","16.6","-113","-64.1","68.7","-132.1","76.7","166.6","-101","0","-147.7","0","-145.7","0","-129.9","-120.6","34.1"
"1558520903437","05/22/19  10:28:23.437   ","1.15","-135.1","0.358","24.6","0.6","0.191","100","1.67","18.3","0.23","10.56","0.44","8.6","0.38","6.44","0.38","3.66","0.29","3.1","0","2.17","0","0.61","-134.7","117.7","-113","0","69.6","79.1","81.2","-14.6","-101.7","-58.2","-143.3","0","-150.2","104.6","-126.4","-120.6","54.8"
"1558520904395","05/22/19  10:28:24.395   ","1.08","-137.3","0.336","25.5","0.5","0.193","100","1.55","19.42","0.54","11.47","0.37","9.31","0","6.45","0.51","3.69","0.26","1.43","0","1.23","0","0.64","-136.5","-146.4","-109.8","26.4","68.3","109.6","76.5","0","-98.8","-113.1","-126.5","-54.4","-156.8","0","-148.8","-120.6","160"
"1558520905437","05/22/19  10:28:25.437   ","1.08","-136.7","0.337","25.6","0.5","0.195","100","1.48","19.15","0.43","11.03","0.24","8.9","0.35","6.44","0.3","3.65","0.25","1.69","0","1.38","0","0.44","-136.8","-55.8","-111.6","26.1","64.5","124.4","75.6","-139.6","-101.6","-105.3","-138.6","-154.3","-164.7","0","-162.3","-120.6","114.9"
"1558520906396","05/22/19  10:28:26.396   ","1.1","-136.2","0.336","24.8","0.5","0.195","100","0.94","18.99","0.33","11.09","0","9.28","0","6.38","0","3.46","0.31","2.35","0","1.96","0","0.27","-137.1","66.7","-110.1","-121.4","67.4","0","72.2","0","-98.1","0","-143.7","29","-174","0","-151.4","-120.7","82.5"
"1558520907456","05/22/19  10:28:27.456   ","1.12","-135.8","0.335","25.3","0.5","0.195","100","2.04","19.21","0.27","11.06","0.46","8.99","0","6.34","0","3.22","0.35","1.89","0.24","1.69","0.27","0.51","-137.4","169.9","-110","0","66.4","86.6","74.4","46.3","-99.2","0","-141.3","83.5","-155.4","0","-144.5","-120.5","129"
"1558520908398","05/22/19  10:28:28.398   ","1.08","-137","0.341","25.2","0.6","0.193","100","1.79","18.84","0.22","11.63","0.22","9.08","0","6.33","0","3.86","0.2","1.56","0","1.34","0","0.66","-136.5","-133.9","-108.8","101.4","67.4","0","76.7","0","-100.8","-6.8","-127.3","0","-161.2","0","-161.7","-120.6","0"
"1558520909441","05/22/19  10:28:29.441   ","1.07","-137","0.34","25.5","0.6","0.195","100","0.95","18.93","0.66","11.58","0.66","8.93","0","6.5","0.29","3.72","0","1.56","0.2","1.33","0","0.73","-136.9","-49.7","-110.8","138.4","66.2","106.5","74.7","0","-101.3","-158.1","-133.3","-119.1","-173.7","0","-166.7","-120.6","105.5"
"1558520910399","05/22/19  10:28:30.399   ","1.07","-137.3","0.34","25.7","0.6","0.195","100","2.05","19.11","0.3","10.92","0.73","9.33","0.64","6.55","0","3.78","0","2.29","0.32","2.03","0.21","0.35","-136.7","135.3","-110.3","-44.1","65.8","39","76","-31.3","-102.1","0","-138.8","0","-171.9","0","-163.3","-120.5","101.3"
"1558520911445","05/22/19  10:28:31.445   ","1.09","-136.8","0.351","25.5","0.6","0.197","100","1.03","19.18","1.24","10.82","0.34","8.95","0.43","6.46","0.29","3.32","0","2.3","0","2.12","0","0","-137","-156.3","-109.7","-30.8","67.3","174.2","75.9","0","-101.6","31.8","-139.7","14.3","-166.1","0","-151.8","-120.4","0"
"1558520912399","05/22/19  10:28:32.399   ","1.07","-137.3","0.339","25.4","0.5","0.195","100","1.25","19.05","0.44","11.01","0.49","9.06","0.21","6.2","0.35","3.47","0","1.76","0","1.87","0","0","-137.5","-67.4","-109.6","121.6","67.7","113.8","75.2","-78.9","-95.2","-88.1","-139","0","-155.8","0","-142.9","-120.5","-12.1"
"1558520913445","05/22/19  10:28:33.445   ","1.08","-137.2","0.342","25","0.5","0.193","100","0.88","19.14","0.35","11.4","0.39","8.94","0.4","6.35","0.32","3.63","0.2","1.64","0","1.56","0","0.37","-136.2","54","-109.6","-134.7","69.5","46.6","78","35.7","-103.3","160.5","-134.3","154.5","-167.1","0","-161.3","-120.6","149.3"
"1558520914437","05/22/19  10:28:34.437   ","1.06","-136.9","0.334","25.8","0.6","0.193","100","1.26","19.04","0.99","11.44","0.52","8.92","0.55","6.67","0.26","3.81","0.51","1.49","0.4","1.16","0","0.2","-137.3","118.6","-109.9","-32.3","66.5","-99.7","74.4","-167.2","-99.1","53.7","-132.6","42.6","-168.8","-20.1","-142.9","-120.5","131"
"1558520915455","05/22/19  10:28:35.455   ","1.07","-137.6","0.341","25.3","0.5","0.193","100","2.93","19.01","0.72","11.51","0.73","9.05","0.28","6.15","0.44","3.9","0.31","1.73","0.37","1.43","0.4","0","-137.4","-151.5","-108.3","125.3","67.1","81.5","75.2","-1.5","-96.5","-88.7","-140.1","158.5","-150.7","144.2","-136.9","-120.5","0"
"1558520916436","05/22/19  10:28:36.436   ","1.07","-137.2","0.333","25.7","0.5","0.197","100","1.45","19.28","0.4","11.59","0.45","8.78","0.64","6.46","0.48","3.79","0","1.57","0","1.21","0.22","0.51","-136.6","-26.5","-110.9","-3","66.3","-146.8","76.5","177.2","-101.1","-167.8","-131.1","0","-160.2","0","-156.8","-120.5","145.5"
"1558520917446","05/22/19  10:28:37.446   ","1.08","-137.2","0.333","25.5","0.5","0.196","100","1.36","18.7","0.99","11.46","0.3","9.31","0","6.55","0","4.22","0.27","1.93","0.34","1.49","0","0.22","-137.5","86.9","-108.8","-35.4","67.8","-71.6","75.8","0","-98.6","0","-133.9","88.2","-167.6","61.7","-139.6","-120.5","161"
"1558520918429","05/22/19  10:28:38.429   ","1.07","-137.4","0.334","25.8","0.5","0.196","100","0.85","19.23","1.03","11.36","0.39","9.13","0.69","6.46","0.33","3.84","0.21","2.07","0","1.48","0","0","-137.3","-157.3","-110.9","-43.3","68.4","138.5","73.6","97.6","-94.3","44.4","-134.3","-5.9","-155.5","0","-140.5","-120.6","156"
"1558520919466","05/22/19  10:28:39.466   ","1.08","-136.8","0.336","25.4","0.5","0.193","100","1.54","18.9","0.2","11.09","0.28","9.09","0.46","6.57","0","3.44","0.23","2.04","0.35","1.69","0","0.59","-137.1","-67.8","-110.6","73.8","67.9","115.7","75.7","-142.6","-98.3","0","-135.3","115.7","-145.4","114.1","-154.8","-120.5","148.3"
"1558520920402","05/22/19  10:28:40.402   ","1.07","-137.7","0.334","25.2","0.5","0.195","100","2.25","19.05","1.15","11.1","0.82","9.3","0.94","6.37","0.45","3.77","0.36","1.87","0.39","1.62","0.32","0.34","-136.2","29.3","-109.8","-74.3","66.8","-111.2","76.4","137.2","-102","70.6","-131.4","0","-166.2","0","-173.7","-120.6","139.3"
"1558520921446","05/22/19  10:28:41.446   ","1.08","-137.1","0.337","25.5","0.5","0.196","100","1.79","19.18","0.23","11","0.38","9.04","0","6.21","0","3.6","0.46","1.94","0.48","1.79","0.36","0","-136.9","139.7","-110.6","0","66.7","0","75.1","-12.1","-97.3","0","-143.6","0","-159.1","0","-149.3","-120.6","100"
"1558520922432","05/22/19  10:28:42.432   ","1.09","-136.9","0.335","25","0.5","0.194","100","1.83","18.76","0.66","11.34","0.31","8.99","0.24","6.21","0.2","3.54","0.23","2.49","0","2.01","0","0.37","-136.7","-137","-109.1","120.3","68.6","90.7","73.8","0","-97.2","-173.9","-144.7","140.3","-169","162.2","-148","-120.5","72.3"
"1558520923454","05/22/19  10:28:43.454   ","1.08","-136.4","0.337","25.4","0.6","0.197","100","1.41","19.24","0.35","11.23","0.41","9.28","0.54","6.16","0.2","3.43","0","2.12","0","1.84","0.25","0.32","-137.2","-34.4","-110.1","0","67.7","132","74.9","171.9","-98.7","0","-136.9","-96.3","-161.7","-102","-161","-120.5","124.7"
"1558520924406","05/22/19  10:28:44.406   ","1.08","-137.3","0.357","24.8","0.5","0.195","100","1.38","18.57","0","11.33","0.55","9.26","0.38","6.46","0","3.61","0","2.19","0.2","1.76","0.28","0.59","-135.6","90.1","-110.7","-11.2","67.1","0","80.7","-169.9","-97.7","0","-129.8","0","-158.3","72.1","-178.6","-120.5","143.5"
"1558520925450","05/22/19  10:28:45.450   ","1.08","-137.2","0.342","25.4","0.5","0.194","100","1.58","19.24","0.62","11.24","0","9.13","0","6.24","0.2","3.41","0","1.73","0","1.72","0","0.3","-136.9","-173.2","-110.2","-23.4","68.1","0","76.6","0","-95.5","37.5","-140.6","20.5","-164.2","-9.8","-165.7","-120.5","103.1"
"1558520926435","05/22/19  10:28:46.435   ","1.09","-137.2","0.337","25.6","0.5","0.194","100","1.63","18.65","0.55","11.43","0.45","9.36","0.78","6.7","0.36","3.94","0","2.19","0","1.78","0","0.54","-137.2","-41.3","-110.1","-33","68","-127","76","-166.3","-99.3","130.9","-137.2","0","-157.4","0","-153.1","-120.6","132.8"
"1558520927455","05/22/19  10:28:47.455   ","1.08","-137.1","0.336","25.5","0.6","0.193","100","0","19.06","0.41","11.38","0.4","9.08","0.47","6.56","0.5","3.65","0","2.1","0.44","1.66","0.45","0.49","-137","3.9","-109.5","159.4","68.7","85.1","76","-20.2","-97.3","-55.6","-136.6","0","-151.7","0","-150.5","-120.6","109.7"
"1558520928438","05/22/19  10:28:48.438   ","1.1","-136.1","0.337","25.8","0.6","0.194","100","1.33","18.93","0.46","11.6","0","8.99","0.22","6.31","0","3.69","0.21","2.31","0","1.8","0","0.62","-136.9","147.3","-110.7","-31.2","68.2","0","76.7","120.1","-96.2","0","-137.5","93.4","-145.2","0","-151.1","-120.5","110.7"
"1558520929456","05/22/19  10:28:49.456   ","1.08","-137.2","0.34","25.3","0.5","0.193","100","1.75","18.98","0.49","11.17","0","9.31","0","6.38","0","3.56","0","1.95","0","1.86","0","0.5","-135.9","-146.2","-110.2","-13.2","67.1","-126.5","78.2","0","-100.7","117.2","-128.9","55.4","-144.4","44.3","-168.6","-120.5","135.6"
"1558520930396","05/22/19  10:28:50.396   ","1.11","-136","0.343","25.1","0.6","0.191","100","1.01","18.57","0.38","11.37","0.44","8.64","0.3","6.61","0.23","3.34","0.26","2.96","0","1.7","0","0","-134","-18.5","-113.2","0","69","117.6","79.7","0","-104.4","-123.4","-128.6","-155.7","-139.7","-139.3","-157.5","-120.5","-39"
"1558520931437","05/22/19  10:28:51.437   ","1.15","-135.2","0.356","25","0.5","0.194","100","1.28","18.59","0.74","11.65","0.2","9.06","0.34","6.53","0","3.91","0","2.21","0.21","1.51","0","0.66","-137.1","51.9","-108.6","-56.8","68.1","-128","75.9","-159.2","-96.1","0","-128.8","4.9","-143.2","-73.2","-140.8","-120.6","136.6"
"1558520932420","05/22/19  10:28:52.420   ","1.06","-137.6","0.334","25.7","0.5","0.196","100","1.43","19.37","0.55","11.3","0","9.34","0.26","6.47","0","3.6","0.33","2.44","0","1.81","0","0.28","-137.5","-156.8","-110.1","-37.4","67.2","165.8","74.8","117.1","-94.4","42.6","-135.7","62.1","-156.6","0","-144.4","-120.5","0"
"1558520933443","05/22/19  10:28:53.443   ","1.09","-136.6","0.335","25.7","0.5","0.195","100","1.94","18.99","0","11.05","0.35","9.05","0.46","6.25","0","3.57","0","2.51","0","2.02","0","0.25","-136","-78.8","-110.2","0","67.6","-152.3","79.9","-161.3","-100.2","0","-122.8","0","-148.9","0","-167.4","-120.5","144.1"
"1558520934396","05/22/19  10:28:54.396   ","1.16","-134.9","0.361","24.4","0.6","0.188","100","0.3","19.2","1.06","11.02","0.77","8.89","0.58","6.16","0.39","3.32","0.21","2.8","0.23","1.82","0.37","0.25","-137","0","-109.1","148.8","68","74.8","75.2","-19","-92.3","-88.7","-142.7","0","-147.5","131.6","-137.2","-120.6","129.2"
